"1505";"15";"kabupaten muaro jambi";NULL;NULL;NULL
"1506";"15";"kabupaten tanjung jabung timur";NULL;NULL;NULL
"1507";"15";"kabupaten tanjung jabung barat";NULL;NULL;NULL
"1508";"15";"kabupaten tebo";NULL;NULL;NULL
"1509";"15";"kabupaten bungo";NULL;NULL;NULL
"1571";"15";"kota jambi";NULL;NULL;NULL
"1572";"15";"kota sungai penuh";NULL;NULL;NULL
"1601";"16";"kabupaten ogan komering ulu";NULL;NULL;NULL
"1602";"16";"kabupaten ogan komering ilir";NULL;NULL;NULL
"1603";"16";"kabupaten muara enim";NULL;NULL;NULL
"1604";"16";"kabupaten lahat";NULL;NULL;NULL
"1605";"16";"kabupaten musi rawas";NULL;NULL;NULL
"1606";"16";"kabupaten musi banyuasin";NULL;NULL;NULL
"1607";"16";"kabupaten banyu asin";NULL;NULL;NULL
"1608";"16";"kabupaten ogan komering ulu selatan";NULL;NULL;NULL
"1609";"16";"kabupaten ogan komering ulu timur";NULL;NULL;NULL
"1610";"16";"kabupaten ogan ilir";NULL;NULL;NULL
"1611";"16";"kabupaten empat lawang";NULL;NULL;NULL
"1612";"16";"kabupaten penukal abab lematang ilir";NULL;NULL;NULL
"1613";"16";"kabupaten musi rawas utara";NULL;NULL;NULL
"1671";"16";"kota palembang";NULL;NULL;NULL
"1672";"16";"kota prabumulih";NULL;NULL;NULL
"1673";"16";"kota pagar alam";NULL;NULL;NULL
"1674";"16";"kota lubuklinggau";NULL;NULL;NULL
"1701";"17";"kabupaten bengkulu selatan";NULL;NULL;NULL
"1702";"17";"kabupaten rejang lebong";NULL;NULL;NULL
"1703";"17";"kabupaten bengkulu utara";NULL;NULL;NULL
"1704";"17";"kabupaten kaur";NULL;NULL;NULL
"1705";"17";"kabupaten seluma";NULL;NULL;NULL
"1706";"17";"kabupaten mukomuko";NULL;NULL;NULL
"1707";"17";"kabupaten lebong";NULL;NULL;NULL
"1708";"17";"kabupaten kepahiang";NULL;NULL;NULL
"1709";"17";"kabupaten bengkulu tengah";NULL;NULL;NULL
"1771";"17";"kota bengkulu";NULL;NULL;NULL
"1801";"18";"kabupaten lampung barat";NULL;NULL;NULL
"1802";"18";"kabupaten tanggamus";NULL;NULL;NULL
"1803";"18";"kabupaten lampung selatan";NULL;NULL;NULL
"1804";"18";"kabupaten lampung timur";NULL;NULL;NULL
"1805";"18";"kabupaten lampung tengah";NULL;NULL;NULL
"1806";"18";"kabupaten lampung utara";NULL;NULL;NULL
"1807";"18";"kabupaten way kanan";NULL;NULL;NULL
"1808";"18";"kabupaten tulangbawang";NULL;NULL;NULL
"1809";"18";"kabupaten pesawaran";NULL;NULL;NULL
"1810";"18";"kabupaten pringsewu";NULL;NULL;NULL
"1811";"18";"kabupaten mesuji";NULL;NULL;NULL
"1812";"18";"kabupaten tulang bawang barat";NULL;NULL;NULL
"1813";"18";"kabupaten pesisir barat";NULL;NULL;NULL
"1871";"18";"kota bandar lampung";NULL;NULL;NULL
"1872";"18";"kota metro";NULL;NULL;NULL
"1901";"19";"kabupaten bangka";NULL;NULL;NULL
"1902";"19";"kabupaten belitung";NULL;NULL;NULL
"1903";"19";"kabupaten bangka barat";NULL;NULL;NULL
"1904";"19";"kabupaten bangka tengah";NULL;NULL;NULL
"1905";"19";"kabupaten bangka selatan";NULL;NULL;NULL
"1906";"19";"kabupaten belitung timur";NULL;NULL;NULL
"1971";"19";"kota pangkal pinang";NULL;NULL;NULL
"2101";"21";"kabupaten karimun";NULL;NULL;NULL
"2102";"21";"kabupaten bintan";NULL;NULL;NULL
"2103";"21";"kabupaten natuna";NULL;NULL;NULL
"2104";"21";"kabupaten lingga";NULL;NULL;NULL
"2105";"21";"kabupaten kepulauan anambas";NULL;NULL;NULL
"2171";"21";"kota b a t a m";NULL;NULL;NULL
"2172";"21";"kota tanjung pinang";NULL;NULL;NULL
"3101";"31";"kabupaten kepulauan seribu";NULL;NULL;NULL
"3171";"31";"kota jakarta selatan";NULL;NULL;NULL
"3172";"31";"kota jakarta timur";NULL;NULL;NULL
"3173";"31";"kota jakarta pusat";NULL;NULL;NULL
"3174";"31";"kota jakarta barat";NULL;NULL;NULL
"3175";"31";"kota jakarta utara";NULL;NULL;NULL
"3201";"32";"kabupaten bogor";NULL;NULL;NULL
"3202";"32";"kabupaten sukabumi";NULL;NULL;NULL
"3203";"32";"kabupaten cianjur";NULL;NULL;NULL
"3204";"32";"kabupaten bandung";NULL;NULL;NULL
"3205";"32";"kabupaten garut";NULL;NULL;NULL
"3206";"32";"kabupaten tasikmalaya";NULL;NULL;NULL
"3207";"32";"kabupaten ciamis";NULL;NULL;NULL
"3208";"32";"kabupaten kuningan";NULL;NULL;NULL
"3209";"32";"kabupaten cirebon";NULL;NULL;NULL
"3210";"32";"kabupaten majalengka";NULL;NULL;NULL
"3211";"32";"kabupaten sumedang";NULL;NULL;NULL
"3212";"32";"kabupaten indramayu";NULL;NULL;NULL
"3213";"32";"kabupaten subang";NULL;NULL;NULL
"3214";"32";"kabupaten purwakarta";NULL;NULL;NULL
"3215";"32";"kabupaten karawang";NULL;NULL;NULL
"3216";"32";"kabupaten bekasi";NULL;NULL;NULL
"3217";"32";"kabupaten bandung barat";NULL;NULL;NULL
"3218";"32";"kabupaten pangandaran";NULL;NULL;NULL
"3271";"32";"kota bogor";NULL;NULL;NULL
"3272";"32";"kota sukabumi";NULL;NULL;NULL
"3273";"32";"kota bandung";NULL;NULL;NULL
"3274";"32";"kota cirebon";NULL;NULL;NULL
"3275";"32";"kota bekasi";NULL;NULL;NULL
"3276";"32";"kota depok";NULL;NULL;NULL
"3277";"32";"kota cimahi";NULL;NULL;NULL
"3278";"32";"kota tasikmalaya";NULL;NULL;NULL
"3279";"32";"kota banjar";NULL;NULL;NULL
"3301";"33";"kabupaten cilacap";NULL;NULL;NULL
"3302";"33";"kabupaten banyumas";NULL;NULL;NULL
"3303";"33";"kabupaten purbalingga";NULL;NULL;NULL
"3304";"33";"kabupaten banjarnegara";NULL;NULL;NULL
"3305";"33";"kabupaten kebumen";NULL;NULL;NULL
"3306";"33";"kabupaten purworejo";NULL;NULL;NULL
"3307";"33";"kabupaten wonosobo";NULL;NULL;NULL
"3308";"33";"kabupaten magelang";NULL;NULL;NULL
"3309";"33";"kabupaten boyolali";NULL;NULL;NULL
"3310";"33";"kabupaten klaten";NULL;NULL;NULL
"3311";"33";"kabupaten sukoharjo";NULL;NULL;NULL
"3312";"33";"kabupaten wonogiri";NULL;NULL;NULL
"3313";"33";"kabupaten karanganyar";NULL;NULL;NULL
"3314";"33";"kabupaten sragen";NULL;NULL;NULL
"3315";"33";"kabupaten grobogan";NULL;NULL;NULL
"3316";"33";"kabupaten blora";NULL;NULL;NULL
"3317";"33";"kabupaten rembang";NULL;NULL;NULL
"3318";"33";"kabupaten pati";NULL;NULL;NULL
"3319";"33";"kabupaten kudus";NULL;NULL;NULL
"3320";"33";"kabupaten jepara";NULL;NULL;NULL
"3321";"33";"kabupaten demak";NULL;NULL;NULL
"3322";"33";"kabupaten semarang";NULL;NULL;NULL
"3323";"33";"kabupaten temanggung";NULL;NULL;NULL
"3324";"33";"kabupaten kendal";NULL;NULL;NULL
"3325";"33";"kabupaten batang";NULL;NULL;NULL
"3326";"33";"kabupaten pekalongan";NULL;NULL;NULL
"3327";"33";"kabupaten pemalang";NULL;NULL;NULL
"3328";"33";"kabupaten tegal";NULL;NULL;NULL
"3329";"33";"kabupaten brebes";NULL;NULL;NULL
"3371";"33";"kota magelang";NULL;NULL;NULL
"3372";"33";"kota surakarta";NULL;NULL;NULL
"3373";"33";"kota salatiga";NULL;NULL;NULL
"3374";"33";"kota semarang";NULL;NULL;NULL
"3375";"33";"kota pekalongan";NULL;NULL;NULL
"3376";"33";"kota tegal";NULL;NULL;NULL
"3401";"34";"kabupaten kulon progo";NULL;NULL;NULL
"3402";"34";"kabupaten bantul";NULL;NULL;NULL
"3403";"34";"kabupaten gunung kidul";NULL;NULL;NULL
"3404";"34";"kabupaten sleman";NULL;NULL;NULL
"3471";"34";"kota yogyakarta";NULL;NULL;NULL
"3501";"35";"kabupaten pacitan";NULL;NULL;NULL
"3502";"35";"kabupaten ponorogo";NULL;NULL;NULL
"3503";"35";"kabupaten trenggalek";NULL;NULL;NULL
"3504";"35";"kabupaten tulungagung";NULL;NULL;NULL
"3505";"35";"kabupaten blitar";NULL;NULL;NULL
"3506";"35";"kabupaten kediri";NULL;NULL;NULL
"3507";"35";"kabupaten malang";NULL;NULL;NULL
"3508";"35";"kabupaten lumajang";NULL;NULL;NULL
"3509";"35";"kabupaten jember";NULL;NULL;NULL
"3510";"35";"kabupaten banyuwangi";NULL;NULL;NULL
"3511";"35";"kabupaten bondowoso";NULL;NULL;NULL
"3512";"35";"kabupaten situbondo";NULL;NULL;NULL
"3513";"35";"kabupaten probolinggo";NULL;NULL;NULL
"3514";"35";"kabupaten pasuruan";NULL;NULL;NULL
"3515";"35";"kabupaten sidoarjo";NULL;NULL;NULL
"3516";"35";"kabupaten mojokerto";NULL;NULL;NULL
"3517";"35";"kabupaten jombang";NULL;NULL;NULL
"3518";"35";"kabupaten nganjuk";NULL;NULL;NULL
"3519";"35";"kabupaten madiun";NULL;NULL;NULL
"3520";"35";"kabupaten magetan";NULL;NULL;NULL
"3521";"35";"kabupaten ngawi";NULL;NULL;NULL
"3522";"35";"kabupaten bojonegoro";NULL;NULL;NULL
"3523";"35";"kabupaten tuban";NULL;NULL;NULL
"3524";"35";"kabupaten lamongan";NULL;NULL;NULL
"3525";"35";"kabupaten gresik";NULL;NULL;NULL
"3526";"35";"kabupaten bangkalan";NULL;NULL;NULL
"3527";"35";"kabupaten sampang";NULL;NULL;NULL
"3528";"35";"kabupaten pamekasan";NULL;NULL;NULL
"3529";"35";"kabupaten sumenep";NULL;NULL;NULL
"3571";"35";"kota kediri";NULL;NULL;NULL
"3572";"35";"kota blitar";NULL;NULL;NULL
"3573";"35";"kota malang";NULL;NULL;NULL
"3574";"35";"kota probolinggo";NULL;NULL;NULL
"3575";"35";"kota pasuruan";NULL;NULL;NULL
"3576";"35";"kota mojokerto";NULL;NULL;NULL
"3577";"35";"kota madiun";NULL;NULL;NULL
"3578";"35";"kota surabaya";NULL;NULL;NULL
"3579";"35";"kota batu";NULL;NULL;NULL
"3601";"36";"kabupaten pandeglang";NULL;NULL;NULL
"3602";"36";"kabupaten lebak";NULL;NULL;NULL
"3603";"36";"kabupaten tangerang";NULL;NULL;NULL
"3604";"36";"kabupaten serang";NULL;NULL;NULL
"3671";"36";"kota tangerang";NULL;NULL;NULL
"3672";"36";"kota cilegon";NULL;NULL;NULL
"3673";"36";"kota serang";NULL;NULL;NULL
"3674";"36";"kota tangerang selatan";NULL;NULL;NULL
"5101";"51";"kabupaten jembrana";NULL;NULL;NULL
"5102";"51";"kabupaten tabanan";NULL;NULL;NULL
"5103";"51";"kabupaten badung";NULL;NULL;NULL
"5104";"51";"kabupaten gianyar";NULL;NULL;NULL
"5105";"51";"kabupaten klungkung";NULL;NULL;NULL
"5106";"51";"kabupaten bangli";NULL;NULL;NULL
"5107";"51";"kabupaten karang asem";NULL;NULL;NULL
"5108";"51";"kabupaten buleleng";NULL;NULL;NULL
"5171";"51";"kota denpasar";NULL;NULL;NULL
"5201";"52";"kabupaten lombok barat";NULL;NULL;NULL
"5202";"52";"kabupaten lombok tengah";NULL;NULL;NULL
"5203";"52";"kabupaten lombok timur";NULL;NULL;NULL
"5204";"52";"kabupaten sumbawa";NULL;NULL;NULL
"5205";"52";"kabupaten dompu";NULL;NULL;NULL
"5206";"52";"kabupaten bima";NULL;NULL;NULL
"5207";"52";"kabupaten sumbawa barat";NULL;NULL;NULL
"5208";"52";"kabupaten lombok utara";NULL;NULL;NULL
"5271";"52";"kota mataram";NULL;NULL;NULL
"5272";"52";"kota bima";NULL;NULL;NULL
"5301";"53";"kabupaten sumba barat";NULL;NULL;NULL
"5302";"53";"kabupaten sumba timur";NULL;NULL;NULL
"5303";"53";"kabupaten kupang";NULL;NULL;NULL
"5304";"53";"kabupaten timor tengah selatan";NULL;NULL;NULL
"5305";"53";"kabupaten timor tengah utara";NULL;NULL;NULL
"5306";"53";"kabupaten belu";NULL;NULL;NULL
"5307";"53";"kabupaten alor";NULL;NULL;NULL
"5308";"53";"kabupaten lembata";NULL;NULL;NULL
"5309";"53";"kabupaten flores timur";NULL;NULL;NULL
"5310";"53";"kabupaten sikka";NULL;NULL;NULL
"5311";"53";"kabupaten ende";NULL;NULL;NULL
"5312";"53";"kabupaten ngada";NULL;NULL;NULL
"5313";"53";"kabupaten manggarai";NULL;NULL;NULL
"5314";"53";"kabupaten rote ndao";NULL;NULL;NULL
"5315";"53";"kabupaten manggarai barat";NULL;NULL;NULL
"5316";"53";"kabupaten sumba tengah";NULL;NULL;NULL
"5317";"53";"kabupaten sumba barat daya";NULL;NULL;NULL
"5318";"53";"kabupaten nagekeo";NULL;NULL;NULL
"5319";"53";"kabupaten manggarai timur";NULL;NULL;NULL
"5320";"53";"kabupaten sabu raijua";NULL;NULL;NULL
"5321";"53";"kabupaten malaka";NULL;NULL;NULL
"5371";"53";"kota kupang";NULL;NULL;NULL
"6101";"61";"kabupaten sambas";NULL;NULL;NULL
"6102";"61";"kabupaten bengkayang";NULL;NULL;NULL
"6103";"61";"kabupaten landak";NULL;NULL;NULL
"6104";"61";"kabupaten mempawah";NULL;NULL;NULL
"6105";"61";"kabupaten sanggau";NULL;NULL;NULL
"6106";"61";"kabupaten ketapang";NULL;NULL;NULL
"6107";"61";"kabupaten sintang";NULL;NULL;NULL
"6108";"61";"kabupaten kapuas hulu";NULL;NULL;NULL
"6109";"61";"kabupaten sekadau";NULL;NULL;NULL
"6110";"61";"kabupaten melawi";NULL;NULL;NULL
"6111";"61";"kabupaten kayong utara";NULL;NULL;NULL
"6112";"61";"kabupaten kubu raya";NULL;NULL;NULL
"6171";"61";"kota pontianak";NULL;NULL;NULL
"6172";"61";"kota singkawang";NULL;NULL;NULL
"6201";"62";"kabupaten kotawaringin barat";NULL;NULL;NULL
"6202";"62";"kabupaten kotawaringin timur";NULL;NULL;NULL
"6203";"62";"kabupaten kapuas";NULL;NULL;NULL
"6204";"62";"kabupaten barito selatan";NULL;NULL;NULL
"6205";"62";"kabupaten barito utara";NULL;NULL;NULL
"6206";"62";"kabupaten sukamara";NULL;NULL;NULL
"6207";"62";"kabupaten lamandau";NULL;NULL;NULL
"6208";"62";"kabupaten seruyan";NULL;NULL;NULL
"6209";"62";"kabupaten katingan";NULL;NULL;NULL
"6210";"62";"kabupaten pulang pisau";NULL;NULL;NULL
"6211";"62";"kabupaten gunung mas";NULL;NULL;NULL
"6212";"62";"kabupaten barito timur";NULL;NULL;NULL
"6213";"62";"kabupaten murung raya";NULL;NULL;NULL
"6271";"62";"kota palangka raya";NULL;NULL;NULL
"6301";"63";"kabupaten tanah laut";NULL;NULL;NULL
"6302";"63";"kabupaten kota baru";NULL;NULL;NULL
"6303";"63";"kabupaten banjar";NULL;NULL;NULL
"6304";"63";"kabupaten barito kuala";NULL;NULL;NULL
"6305";"63";"kabupaten tapin";NULL;NULL;NULL
"6306";"63";"kabupaten hulu sungai selatan";NULL;NULL;NULL
"6307";"63";"kabupaten hulu sungai tengah";NULL;NULL;NULL
"6308";"63";"kabupaten hulu sungai utara";NULL;NULL;NULL
"6309";"63";"kabupaten tabalong";NULL;NULL;NULL
"6310";"63";"kabupaten tanah bumbu";NULL;NULL;NULL
"6311";"63";"kabupaten balangan";NULL;NULL;NULL
"6371";"63";"kota banjarmasin";NULL;NULL;NULL
"6372";"63";"kota banjar baru";NULL;NULL;NULL
"6401";"64";"kabupaten paser";NULL;NULL;NULL
"6402";"64";"kabupaten kutai barat";NULL;NULL;NULL
"6403";"64";"kabupaten kutai kartanegara";NULL;NULL;NULL
"6404";"64";"kabupaten kutai timur";NULL;NULL;NULL
"6405";"64";"kabupaten berau";NULL;NULL;NULL
"6409";"64";"kabupaten penajam paser utara";NULL;NULL;NULL
"6411";"64";"kabupaten mahakam hulu";NULL;NULL;NULL
"6471";"64";"kota balikpapan";NULL;NULL;NULL
"6472";"64";"kota samarinda";NULL;NULL;NULL
"6474";"64";"kota bontang";NULL;NULL;NULL
"6501";"65";"kabupaten malinau";NULL;NULL;NULL
"6502";"65";"kabupaten bulungan";NULL;NULL;NULL
"6503";"65";"kabupaten tana tidung";NULL;NULL;NULL
"6504";"65";"kabupaten nunukan";NULL;NULL;NULL
"6571";"65";"kota tarakan";NULL;NULL;NULL
"7101";"71";"kabupaten bolaang mongondow";NULL;NULL;NULL
"7102";"71";"kabupaten minahasa";NULL;NULL;NULL
"7103";"71";"kabupaten kepulauan sangihe";NULL;NULL;NULL
"7104";"71";"kabupaten kepulauan talaud";NULL;NULL;NULL
"7105";"71";"kabupaten minahasa selatan";NULL;NULL;NULL
"7106";"71";"kabupaten minahasa utara";NULL;NULL;NULL
"7107";"71";"kabupaten bolaang mongondow utara";NULL;NULL;NULL
"7108";"71";"kabupaten siau tagulandang biaro";NULL;NULL;NULL
"7109";"71";"kabupaten minahasa tenggara";NULL;NULL;NULL
"7110";"71";"kabupaten bolaang mongondow selatan";NULL;NULL;NULL
"7111";"71";"kabupaten bolaang mongondow timur";NULL;NULL;NULL
"7171";"71";"kota manado";NULL;NULL;NULL
"7172";"71";"kota bitung";NULL;NULL;NULL
"7173";"71";"kota tomohon";NULL;NULL;NULL
"7174";"71";"kota kotamobagu";NULL;NULL;NULL
"7201";"72";"kabupaten banggai kepulauan";NULL;NULL;NULL
"7202";"72";"kabupaten banggai";NULL;NULL;NULL
"7203";"72";"kabupaten morowali";NULL;NULL;NULL
"7204";"72";"kabupaten poso";NULL;NULL;NULL
"7205";"72";"kabupaten donggala";NULL;NULL;NULL
"7206";"72";"kabupaten toli-toli";NULL;NULL;NULL
"7207";"72";"kabupaten buol";NULL;NULL;NULL
"7208";"72";"kabupaten parigi moutong";NULL;NULL;NULL
"7209";"72";"kabupaten tojo una-una";NULL;NULL;NULL
"7210";"72";"kabupaten sigi";NULL;NULL;NULL
"7211";"72";"kabupaten banggai laut";NULL;NULL;NULL
"7212";"72";"kabupaten morowali utara";NULL;NULL;NULL
"7271";"72";"kota palu";NULL;NULL;NULL
"7301";"73";"kabupaten kepulauan selayar";NULL;NULL;NULL
"7302";"73";"kabupaten bulukumba";NULL;NULL;NULL
"7303";"73";"kabupaten bantaeng";NULL;NULL;NULL
"7304";"73";"kabupaten jeneponto";NULL;NULL;NULL
"7305";"73";"kabupaten takalar";NULL;NULL;NULL
"7306";"73";"kabupaten gowa";NULL;NULL;NULL
"7307";"73";"kabupaten sinjai";NULL;NULL;NULL
"7308";"73";"kabupaten maros";NULL;NULL;NULL
"7309";"73";"kabupaten pangkajene dan kepulauan";NULL;NULL;NULL
"7310";"73";"kabupaten barru";NULL;NULL;NULL
"7311";"73";"kabupaten bone";NULL;NULL;NULL
"7312";"73";"kabupaten soppeng";NULL;NULL;NULL
"7313";"73";"kabupaten wajo";NULL;NULL;NULL
"7314";"73";"kabupaten sidenreng rappang";NULL;NULL;NULL
"7315";"73";"kabupaten pinrang";NULL;NULL;NULL
"7316";"73";"kabupaten enrekang";NULL;NULL;NULL
"7317";"73";"kabupaten luwu";NULL;NULL;NULL
"7318";"73";"kabupaten tana toraja";NULL;NULL;NULL
"7322";"73";"kabupaten luwu utara";NULL;NULL;NULL
"7325";"73";"kabupaten luwu timur";NULL;NULL;NULL
"7326";"73";"kabupaten toraja utara";NULL;NULL;NULL
"7371";"73";"kota makassar";NULL;NULL;NULL
"7372";"73";"kota parepare";NULL;NULL;NULL
"7373";"73";"kota palopo";NULL;NULL;NULL
"7401";"74";"kabupaten buton";NULL;NULL;NULL
"7402";"74";"kabupaten muna";NULL;NULL;NULL
"7403";"74";"kabupaten konawe";NULL;NULL;NULL
"7404";"74";"kabupaten kolaka";NULL;NULL;NULL
"7405";"74";"kabupaten konawe selatan";NULL;NULL;NULL
"7406";"74";"kabupaten bombana";NULL;NULL;NULL
"7407";"74";"kabupaten wakatobi";NULL;NULL;NULL
"7408";"74";"kabupaten kolaka utara";NULL;NULL;NULL
"7409";"74";"kabupaten buton utara";NULL;NULL;NULL
"7410";"74";"kabupaten konawe utara";NULL;NULL;NULL
"7411";"74";"kabupaten kolaka timur";NULL;NULL;NULL
"7412";"74";"kabupaten konawe kepulauan";NULL;NULL;NULL
"7413";"74";"kabupaten muna barat";NULL;NULL;NULL
"7414";"74";"kabupaten buton tengah";NULL;NULL;NULL
"7415";"74";"kabupaten buton selatan";NULL;NULL;NULL
"7471";"74";"kota kendari";NULL;NULL;NULL
"7472";"74";"kota baubau";NULL;NULL;NULL
"7501";"75";"kabupaten boalemo";NULL;NULL;NULL
"7502";"75";"kabupaten gorontalo";NULL;NULL;NULL
"7503";"75";"kabupaten pohuwato";NULL;NULL;NULL
"7504";"75";"kabupaten bone bolango";NULL;NULL;NULL
"7505";"75";"kabupaten gorontalo utara";NULL;NULL;NULL
"7571";"75";"kota gorontalo";NULL;NULL;NULL
"7601";"76";"kabupaten majene";NULL;NULL;NULL
"7602";"76";"kabupaten polewali mandar";NULL;NULL;NULL
"7603";"76";"kabupaten mamasa";NULL;NULL;NULL
"7604";"76";"kabupaten mamuju";NULL;NULL;NULL
"7605";"76";"kabupaten mamuju utara";NULL;NULL;NULL
"7606";"76";"kabupaten mamuju tengah";NULL;NULL;NULL
"8101";"81";"kabupaten maluku tenggara barat";NULL;NULL;NULL
"8102";"81";"kabupaten maluku tenggara";NULL;NULL;NULL
"8103";"81";"kabupaten maluku tengah";NULL;NULL;NULL
"8104";"81";"kabupaten buru";NULL;NULL;NULL
"8105";"81";"kabupaten kepulauan aru";NULL;NULL;NULL
"8106";"81";"kabupaten seram bagian barat";NULL;NULL;NULL
"8107";"81";"kabupaten seram bagian timur";NULL;NULL;NULL
"8108";"81";"kabupaten maluku barat daya";NULL;NULL;NULL
"8109";"81";"kabupaten buru selatan";NULL;NULL;NULL
"8171";"81";"kota ambon";NULL;NULL;NULL
"8172";"81";"kota tual";NULL;NULL;NULL
"8201";"82";"kabupaten halmahera barat";NULL;NULL;NULL
"8202";"82";"kabupaten halmahera tengah";NULL;NULL;NULL
